player,Tournament,winnings,year,avg_driving_distance,tournament
Chris Baker,THE NORTHERN TRUST,"$24,750",2020,,2020_the_northern_trust
Adam Schenk,THE NORTHERN TRUST,"$24,750",2020,288.6,2020_the_northern_trust
Alex Cejka,THE NORTHERN TRUST,"$17,980",2020,,2020_the_northern_trust
Stewart Cink,THE NORTHERN TRUST,"$17,980",2020,,2020_the_northern_trust
Michael Gellerman,THE NORTHERN TRUST,"$17,980",2020,,2020_the_northern_trust
Brandon Hagy,THE NORTHERN TRUST,"$17,980",2020,,2020_the_northern_trust
Patton Kizzire,THE NORTHERN TRUST,"$17,980",2020,,2020_the_northern_trust
Si Woo Kim,THE NORTHERN TRUST,"$17,980",2020,290.9,2020_the_northern_trust
Tom Hoge,THE NORTHERN TRUST,"$17,980",2020,,2020_the_northern_trust
Arjun Atwal,THE NORTHERN TRUST,"$15,686",2020,,2020_the_northern_trust
Robert Garrigus,THE NORTHERN TRUST,"$15,686",2020,,2020_the_northern_trust
Tim Wilkinson,THE NORTHERN TRUST,"$15,686",2020,,2020_the_northern_trust
Josh Teater,THE NORTHERN TRUST,"$15,312",2020,,2020_the_northern_trust
Austin Cook,THE NORTHERN TRUST,"$15,312",2020,,2020_the_northern_trust
Kramer Hickok,THE NORTHERN TRUST,"$14,982",2020,,2020_the_northern_trust
John Merrick,THE NORTHERN TRUST,"$14,982",2020,,2020_the_northern_trust
Bill Haas,THE NORTHERN TRUST,"$14,982",2020,,2020_the_northern_trust
K.J. Choi,THE NORTHERN TRUST,"$14,718",2020,,2020_the_northern_trust
Peter Uihlein,THE NORTHERN TRUST,"$14,520",2020,,2020_the_northern_trust
Scott Stallings,THE NORTHERN TRUST,"$14,520",2020,,2020_the_northern_trust
George McNeill,THE NORTHERN TRUST,"$14,322",2020,,2020_the_northern_trust
Bo Van Pelt,THE NORTHERN TRUST,"$14,190",2020,,2020_the_northern_trust
Kyoung-Hoon Lee,THE NORTHERN TRUST,"$14,058",2020,287.1,2020_the_northern_trust
Tommy Gainey,THE NORTHERN TRUST,"$13,926",2020,,2020_the_northern_trust
Matt Every,THE NORTHERN TRUST,"$13,794",2020,,2020_the_northern_trust
Tiger Woods,ZOZO CHAMPIONSHIP,"$1,755,000",2020,,2020_the_zozo_championship
Hideki Matsuyama,ZOZO CHAMPIONSHIP,"$1,053,000",2020,,2020_the_zozo_championship
Sungjae Im,ZOZO CHAMPIONSHIP,"$565,500",2020,,2020_the_zozo_championship
Rory McIlroy,ZOZO CHAMPIONSHIP,"$565,500",2020,,2020_the_zozo_championship
Gary Woodland,ZOZO CHAMPIONSHIP,"$390,000",2020,,2020_the_zozo_championship
Billy Horschel,ZOZO CHAMPIONSHIP,"$338,813",2020,,2020_the_zozo_championship
Corey Conners,ZOZO CHAMPIONSHIP,"$338,813",2020,,2020_the_zozo_championship
Byeong Hun An,ZOZO CHAMPIONSHIP,"$292,500",2020,,2020_the_zozo_championship
Charles Howell III,ZOZO CHAMPIONSHIP,"$292,500",2020,,2020_the_zozo_championship
Ryan Palmer,ZOZO CHAMPIONSHIP,"$243,750",2020,,2020_the_zozo_championship
Danny Lee,ZOZO CHAMPIONSHIP,"$243,750",2020,,2020_the_zozo_championship
Xander Schauffele,ZOZO CHAMPIONSHIP,"$243,750",2020,,2020_the_zozo_championship
Matthew Wolff,ZOZO CHAMPIONSHIP,"$181,838",2020,,2020_the_zozo_championship
Keegan Bradley,ZOZO CHAMPIONSHIP,"$181,838",2020,,2020_the_zozo_championship
Shane Lowry,ZOZO CHAMPIONSHIP,"$181,838",2020,,2020_the_zozo_championship
Ian Poulter,ZOZO CHAMPIONSHIP,"$181,838",2020,,2020_the_zozo_championship
Paul Casey,ZOZO CHAMPIONSHIP,"$134,160",2020,,2020_the_zozo_championship
Sung Kang,ZOZO CHAMPIONSHIP,"$134,160",2020,,2020_the_zozo_championship
Justin Thomas,ZOZO CHAMPIONSHIP,"$134,160",2020,,2020_the_zozo_championship
Daniel Berger,ZOZO CHAMPIONSHIP,"$134,160",2020,,2020_the_zozo_championship
Patrick Reed,ZOZO CHAMPIONSHIP,"$134,160",2020,,2020_the_zozo_championship
Collin Morikawa,ZOZO CHAMPIONSHIP,"$91,260",2020,,2020_the_zozo_championship
Adam Schenk,ZOZO CHAMPIONSHIP,"$91,260",2020,,2020_the_zozo_championship
Jason Day,ZOZO CHAMPIONSHIP,"$91,260",2020,,2020_the_zozo_championship
Dylan Frittelli,ZOZO CHAMPIONSHIP,"$91,260",2020,,2020_the_zozo_championship
Tommy Fleetwood,ZOZO CHAMPIONSHIP,"$91,260",2020,,2020_the_zozo_championship
Keith Mitchell,ZOZO CHAMPIONSHIP,"$69,810",2020,,2020_the_zozo_championship
J.T. Poston,ZOZO CHAMPIONSHIP,"$69,810",2020,,2020_the_zozo_championship
Harold Varner III,ZOZO CHAMPIONSHIP,"$69,810",2020,,2020_the_zozo_championship
Emiliano Grillo,ZOZO CHAMPIONSHIP,"$61,035",2020,,2020_the_zozo_championship
Troy Merritt,ZOZO CHAMPIONSHIP,"$61,035",2020,,2020_the_zozo_championship
Rafa Cabrera Bello,ZOZO CHAMPIONSHIP,"$61,035",2020,,2020_the_zozo_championship
Rory Sabbatini,ZOZO CHAMPIONSHIP,"$51,529",2020,,2020_the_zozo_championship
Adam Scott,ZOZO CHAMPIONSHIP,"$51,529",2020,,2020_the_zozo_championship
Sergio Garcia,ZOZO CHAMPIONSHIP,"$51,529",2020,,2020_the_zozo_championship
Joaquin Niemann,ZOZO CHAMPIONSHIP,"$51,529",2020,,2020_the_zozo_championship
Si Woo Kim,ZOZO CHAMPIONSHIP,"$42,510",2020,,2020_the_zozo_championship
Lucas Glover,ZOZO CHAMPIONSHIP,"$42,510",2020,,2020_the_zozo_championship
Satoshi Kodaira,ZOZO CHAMPIONSHIP,"$42,510",2020,,2020_the_zozo_championship
Kevin Tway,ZOZO CHAMPIONSHIP,"$42,510",2020,,2020_the_zozo_championship
Vaughn Taylor,ZOZO CHAMPIONSHIP,"$33,735",2020,,2020_the_zozo_championship
Adam Hadwin,ZOZO CHAMPIONSHIP,"$33,735",2020,,2020_the_zozo_championship
Abraham Ancer,ZOZO CHAMPIONSHIP,"$33,735",2020,,2020_the_zozo_championship
Viktor Hovland,ZOZO CHAMPIONSHIP,"$33,735",2020,,2020_the_zozo_championship
Wyndham Clark,ZOZO CHAMPIONSHIP,"$24,687",2020,,2020_the_zozo_championship
Max Homa,ZOZO CHAMPIONSHIP,"$24,687",2020,,2020_the_zozo_championship
Louis Oosthuizen,ZOZO CHAMPIONSHIP,"$24,687",2020,,2020_the_zozo_championship
Kevin Na,ZOZO CHAMPIONSHIP,"$24,687",2020,,2020_the_zozo_championship
Bubba Watson,ZOZO CHAMPIONSHIP,"$20,605",2020,,2020_the_zozo_championship
Pat Perez,ZOZO CHAMPIONSHIP,"$20,605",2020,,2020_the_zozo_championship
Adam Long,ZOZO CHAMPIONSHIP,"$20,605",2020,,2020_the_zozo_championship
Andrew Putnam,ZOZO CHAMPIONSHIP,"$19,013",2020,,2020_the_zozo_championship
Tony Finau,ZOZO CHAMPIONSHIP,"$19,013",2020,,2020_the_zozo_championship
C.T. Pan,ZOZO CHAMPIONSHIP,"$19,013",2020,,2020_the_zozo_championship
Kevin Kisner,ZOZO CHAMPIONSHIP,"$17,745",2020,,2020_the_zozo_championship
Scott Piercy,ZOZO CHAMPIONSHIP,"$17,745",2020,,2020_the_zozo_championship
Jordan Spieth,ZOZO CHAMPIONSHIP,"$17,745",2020,,2020_the_zozo_championship
Marc Leishman,ZOZO CHAMPIONSHIP,"$17,355",2020,,2020_the_zozo_championship
Chez Reavie,ZOZO CHAMPIONSHIP,"$17,160",2020,,2020_the_zozo_championship
Jason Kokrak,ZOZO CHAMPIONSHIP,"$16,965",2020,,2020_the_zozo_championship
Ryan Moore,ZOZO CHAMPIONSHIP,"$16,673",2020,,2020_the_zozo_championship
Kevin Streelman,ZOZO CHAMPIONSHIP,"$16,380",2020,,2020_the_zozo_championship
Matt Fitzpatrick,ZOZO CHAMPIONSHIP,"$16,185",2020,,2020_the_zozo_championship
Joel Dahmen,ZOZO CHAMPIONSHIP,"$15,990",2020,,2020_the_zozo_championship
Justin Thomas,World Golf Championships-FedEx St. Jude Invitational,"$1,820,000",2020,295.7,2020_wgc_fedex_st_jude_invitational
Tom Lewis,World Golf Championships-FedEx St. Jude Invitational,"$695,000",2020,296.6,2020_wgc_fedex_st_jude_invitational
Brooks Koepka,World Golf Championships-FedEx St. Jude Invitational,"$695,000",2020,295.8,2020_wgc_fedex_st_jude_invitational
Daniel Berger,World Golf Championships-FedEx St. Jude Invitational,"$695,000",2020,284.6,2020_wgc_fedex_st_jude_invitational
Phil Mickelson,World Golf Championships-FedEx St. Jude Invitational,"$695,000",2020,291.8,2020_wgc_fedex_st_jude_invitational
Louis Oosthuizen,World Golf Championships-FedEx St. Jude Invitational,"$268,333",2020,292.3,2020_wgc_fedex_st_jude_invitational
Chez Reavie,World Golf Championships-FedEx St. Jude Invitational,"$268,333",2020,281.4,2020_wgc_fedex_st_jude_invitational
Jason Day,World Golf Championships-FedEx St. Jude Invitational,"$268,333",2020,298.3,2020_wgc_fedex_st_jude_invitational
Matt Fitzpatrick,World Golf Championships-FedEx St. Jude Invitational,"$268,333",2020,286.0,2020_wgc_fedex_st_jude_invitational
Shane Lowry,World Golf Championships-FedEx St. Jude Invitational,"$268,333",2020,295.3,2020_wgc_fedex_st_jude_invitational
Xander Schauffele,World Golf Championships-FedEx St. Jude Invitational,"$268,333",2020,293.3,2020_wgc_fedex_st_jude_invitational
Byeong Hun An,World Golf Championships-FedEx St. Jude Invitational,"$166,667",2020,295.0,2020_wgc_fedex_st_jude_invitational
Webb Simpson,World Golf Championships-FedEx St. Jude Invitational,"$166,667",2020,286.0,2020_wgc_fedex_st_jude_invitational
Dustin Johnson,World Golf Championships-FedEx St. Jude Invitational,"$166,667",2020,302.7,2020_wgc_fedex_st_jude_invitational
Brendon Todd,World Golf Championships-FedEx St. Jude Invitational,"$131,400",2020,277.1,2020_wgc_fedex_st_jude_invitational
Rickie Fowler,World Golf Championships-FedEx St. Jude Invitational,"$131,400",2020,289.3,2020_wgc_fedex_st_jude_invitational
Ryan Palmer,World Golf Championships-FedEx St. Jude Invitational,"$131,400",2020,286.9,2020_wgc_fedex_st_jude_invitational
Abraham Ancer,World Golf Championships-FedEx St. Jude Invitational,"$131,400",2020,282.2,2020_wgc_fedex_st_jude_invitational
Scottie Scheffler,World Golf Championships-FedEx St. Jude Invitational,"$131,400",2020,292.8,2020_wgc_fedex_st_jude_invitational
Collin Morikawa,World Golf Championships-FedEx St. Jude Invitational,"$106,200",2020,290.4,2020_wgc_fedex_st_jude_invitational
Joel Dahmen,World Golf Championships-FedEx St. Jude Invitational,"$106,200",2020,289.5,2020_wgc_fedex_st_jude_invitational
Hideki Matsuyama,World Golf Championships-FedEx St. Jude Invitational,"$106,200",2020,288.9,2020_wgc_fedex_st_jude_invitational
Billy Horschel,World Golf Championships-FedEx St. Jude Invitational,"$87,200",2020,285.8,2020_wgc_fedex_st_jude_invitational
Kevin Kisner,World Golf Championships-FedEx St. Jude Invitational,"$87,200",2020,277.6,2020_wgc_fedex_st_jude_invitational
Matt Kuchar,World Golf Championships-FedEx St. Jude Invitational,"$87,200",2020,277.5,2020_wgc_fedex_st_jude_invitational
Bubba Watson,World Golf Championships-FedEx St. Jude Invitational,"$87,200",2020,300.0,2020_wgc_fedex_st_jude_invitational
Cameron Champ,World Golf Championships-FedEx St. Jude Invitational,"$87,200",2020,306.7,2020_wgc_fedex_st_jude_invitational
J.T. Poston,World Golf Championships-FedEx St. Jude Invitational,"$72,000",2020,286.9,2020_wgc_fedex_st_jude_invitational
Bryson DeChambeau,World Golf Championships-FedEx St. Jude Invitational,"$72,000",2020,314.4,2020_wgc_fedex_st_jude_invitational
Andrew Landry,World Golf Championships-FedEx St. Jude Invitational,"$72,000",2020,280.3,2020_wgc_fedex_st_jude_invitational
Corey Conners,World Golf Championships-FedEx St. Jude Invitational,"$72,000",2020,287.4,2020_wgc_fedex_st_jude_invitational
Jordan Spieth,World Golf Championships-FedEx St. Jude Invitational,"$72,000",2020,293.9,2020_wgc_fedex_st_jude_invitational
Patrick Cantlay,World Golf Championships-FedEx St. Jude Invitational,"$56,111",2020,293.8,2020_wgc_fedex_st_jude_invitational
Sungjae Im,World Golf Championships-FedEx St. Jude Invitational,"$56,111",2020,287.2,2020_wgc_fedex_st_jude_invitational
Kevin Streelman,World Golf Championships-FedEx St. Jude Invitational,"$56,111",2020,286.7,2020_wgc_fedex_st_jude_invitational
Kevin Na,World Golf Championships-FedEx St. Jude Invitational,"$56,111",2020,279.6,2020_wgc_fedex_st_jude_invitational
Nick Taylor,World Golf Championships-FedEx St. Jude Invitational,"$56,111",2020,287.5,2020_wgc_fedex_st_jude_invitational
Graeme McDowell,World Golf Championships-FedEx St. Jude Invitational,"$56,111",2020,277.1,2020_wgc_fedex_st_jude_invitational
Sergio Garcia,World Golf Championships-FedEx St. Jude Invitational,"$56,111",2020,294.9,2020_wgc_fedex_st_jude_invitational
Henrik Stenson,World Golf Championships-FedEx St. Jude Invitational,"$56,111",2020,268.9,2020_wgc_fedex_st_jude_invitational
Tommy Fleetwood,World Golf Championships-FedEx St. Jude Invitational,"$56,111",2020,295.9,2020_wgc_fedex_st_jude_invitational
Jason Kokrak,World Golf Championships-FedEx St. Jude Invitational,"$49,000",2020,300.8,2020_wgc_fedex_st_jude_invitational
Sung Kang,World Golf Championships-FedEx St. Jude Invitational,"$49,000",2020,291.5,2020_wgc_fedex_st_jude_invitational
Mackenzie Hughes,World Golf Championships-FedEx St. Jude Invitational,"$49,000",2020,292.3,2020_wgc_fedex_st_jude_invitational
Patrick Reed,World Golf Championships-FedEx St. Jude Invitational,"$46,500",2020,288.0,2020_wgc_fedex_st_jude_invitational
Rory McIlroy,World Golf Championships-FedEx St. Jude Invitational,"$46,500",2020,297.6,2020_wgc_fedex_st_jude_invitational
Tyler Duncan,World Golf Championships-FedEx St. Jude Invitational,"$44,000",2020,279.7,2020_wgc_fedex_st_jude_invitational
Matthew Wolff,World Golf Championships-FedEx St. Jude Invitational,"$44,000",2020,299.0,2020_wgc_fedex_st_jude_invitational
Jon Rahm,World Golf Championships-FedEx St. Jude Invitational,"$40,000",2020,296.3,2020_wgc_fedex_st_jude_invitational
Max Homa,World Golf Championships-FedEx St. Jude Invitational,"$40,000",2020,296.1,2020_wgc_fedex_st_jude_invitational
Joaquin Niemann,World Golf Championships-FedEx St. Jude Invitational,"$40,000",2020,295.9,2020_wgc_fedex_st_jude_invitational
Keegan Bradley,World Golf Championships-FedEx St. Jude Invitational,"$40,000",2020,293.0,2020_wgc_fedex_st_jude_invitational
Marc Leishman,World Golf Championships-FedEx St. Jude Invitational,"$40,000",2020,279.7,2020_wgc_fedex_st_jude_invitational
Michael Thompson,World Golf Championships-FedEx St. Jude Invitational,"$37,250",2020,277.7,2020_wgc_fedex_st_jude_invitational
Gary Woodland,World Golf Championships-FedEx St. Jude Invitational,"$37,250",2020,292.3,2020_wgc_fedex_st_jude_invitational
Matt Jones,World Golf Championships-FedEx St. Jude Invitational,"$35,250",2020,289.5,2020_wgc_fedex_st_jude_invitational
Cameron Smith,World Golf Championships-FedEx St. Jude Invitational,"$35,250",2020,289.3,2020_wgc_fedex_st_jude_invitational
Matt Wallace,World Golf Championships-FedEx St. Jude Invitational,"$35,250",2020,291.0,2020_wgc_fedex_st_jude_invitational
Viktor Hovland,World Golf Championships-FedEx St. Jude Invitational,"$35,250",2020,288.0,2020_wgc_fedex_st_jude_invitational
Tony Finau,World Golf Championships-FedEx St. Jude Invitational,"$33,250",2020,294.9,2020_wgc_fedex_st_jude_invitational
Brandt Snedeker,World Golf Championships-FedEx St. Jude Invitational,"$32,625",2020,284.1,2020_wgc_fedex_st_jude_invitational
Paul Casey,World Golf Championships-FedEx St. Jude Invitational,"$32,625",2020,292.3,2020_wgc_fedex_st_jude_invitational
Ian Poulter,World Golf Championships-FedEx St. Jude Invitational,"$32,000",2020,279.3,2020_wgc_fedex_st_jude_invitational
Danny Willett,World Golf Championships-FedEx St. Jude Invitational,"$32,000",2020,287.2,2020_wgc_fedex_st_jude_invitational
Tyrrell Hatton,World Golf Championships-FedEx St. Jude Invitational,"$32,000",2020,293.9,2020_wgc_fedex_st_jude_invitational
Adam Hadwin,World Golf Championships-FedEx St. Jude Invitational,"$31,375",2020,286.7,2020_wgc_fedex_st_jude_invitational
C.T. Pan,World Golf Championships-FedEx St. Jude Invitational,"$31,375",2020,285.0,2020_wgc_fedex_st_jude_invitational
Rafa Cabrera Bello,World Golf Championships-FedEx St. Jude Invitational,"$30,000",2020,279.2,2020_wgc_fedex_st_jude_invitational
Max Homa,The Genesis Invitational,"$1,674,000",2021,296.7,2021_genesis_invitational
Tony Finau,The Genesis Invitational,"$1,013,700",2021,302.4,2021_genesis_invitational
Sam Burns,The Genesis Invitational,"$641,700",2021,296.7,2021_genesis_invitational
Cameron Smith,The Genesis Invitational,"$455,700",2021,297.6,2021_genesis_invitational
Matt Fitzpatrick,The Genesis Invitational,"$344,100",2021,289.8,2021_genesis_invitational
Viktor Hovland,The Genesis Invitational,"$344,100",2021,308.2,2021_genesis_invitational
Jon Rahm,The Genesis Invitational,"$344,100",2021,304.4,2021_genesis_invitational
Wyndham Clark,The Genesis Invitational,"$262,725",2021,301.9,2021_genesis_invitational
Dustin Johnson,The Genesis Invitational,"$262,725",2021,307.4,2021_genesis_invitational
Francesco Molinari,The Genesis Invitational,"$262,725",2021,294.2,2021_genesis_invitational
Matt Jones,The Genesis Invitational,"$262,725",2021,299.6,2021_genesis_invitational
Alex Noren,The Genesis Invitational,"$197,625",2021,290.0,2021_genesis_invitational
Talor Gooch,The Genesis Invitational,"$197,625",2021,297.1,2021_genesis_invitational
Patrick Rodgers,The Genesis Invitational,"$197,625",2021,301.9,2021_genesis_invitational
Patrick Cantlay,The Genesis Invitational,"$151,125",2021,302.0,2021_genesis_invitational
Jordan Spieth,The Genesis Invitational,"$151,125",2021,295.2,2021_genesis_invitational
Xander Schauffele,The Genesis Invitational,"$151,125",2021,302.1,2021_genesis_invitational
James Hahn,The Genesis Invitational,"$151,125",2021,291.0,2021_genesis_invitational
Rickie Fowler,The Genesis Invitational,"$101,835",2021,293.5,2021_genesis_invitational
C.T. Pan,The Genesis Invitational,"$101,835",2021,294.5,2021_genesis_invitational
Nick Taylor,The Genesis Invitational,"$101,835",2021,294.7,2021_genesis_invitational
Branden Grace,The Genesis Invitational,"$101,835",2021,291.0,2021_genesis_invitational
Matthew NeSmith,The Genesis Invitational,"$101,835",2021,295.7,2021_genesis_invitational
Scottie Scheffler,The Genesis Invitational,"$101,835",2021,299.5,2021_genesis_invitational
Lanto Griffin,The Genesis Invitational,"$67,890",2021,304.3,2021_genesis_invitational
Cameron Tringale,The Genesis Invitational,"$67,890",2021,294.6,2021_genesis_invitational
Jim Furyk,The Genesis Invitational,"$67,890",2021,283.2,2021_genesis_invitational
Scott Harrington,The Genesis Invitational,"$67,890",2021,302.5,2021_genesis_invitational
Adam Hadwin,The Genesis Invitational,"$67,890",2021,287.0,2021_genesis_invitational
Andrew Landry,The Genesis Invitational,"$67,890",2021,294.2,2021_genesis_invitational
Bo Hoag,The Genesis Invitational,"$51,925",2021,291.2,2021_genesis_invitational
Jason Kokrak,The Genesis Invitational,"$51,925",2021,303.9,2021_genesis_invitational
Kyle Stanley,The Genesis Invitational,"$51,925",2021,295.3,2021_genesis_invitational
Marc Leishman,The Genesis Invitational,"$51,925",2021,288.5,2021_genesis_invitational
Andrew Putnam,The Genesis Invitational,"$51,925",2021,285.5,2021_genesis_invitational
Mackenzie Hughes,The Genesis Invitational,"$51,925",2021,292.4,2021_genesis_invitational
Brooks Koepka,The Genesis Invitational,"$40,455",2021,302.1,2021_genesis_invitational
Russell Henley,The Genesis Invitational,"$40,455",2021,286.2,2021_genesis_invitational
Tyler Duncan,The Genesis Invitational,"$40,455",2021,290.6,2021_genesis_invitational
Adam Scott,The Genesis Invitational,"$40,455",2021,302.2,2021_genesis_invitational
Kevin Na,The Genesis Invitational,"$40,455",2021,286.3,2021_genesis_invitational
Wesley Bryan,The Genesis Invitational,"$28,179",2021,287.7,2021_genesis_invitational
Brian Harman,The Genesis Invitational,"$28,179",2021,293.3,2021_genesis_invitational
Brendan Steele,The Genesis Invitational,"$28,179",2021,292.6,2021_genesis_invitational
Cameron Davis,The Genesis Invitational,"$28,179",2021,303.6,2021_genesis_invitational
Joaquin Niemann,The Genesis Invitational,"$28,179",2021,300.0,2021_genesis_invitational
Sebastián Muñoz,The Genesis Invitational,"$28,179",2021,287.1,2021_genesis_invitational
J.T. Poston,The Genesis Invitational,"$28,179",2021,296.4,2021_genesis_invitational
Sepp Straka,The Genesis Invitational,"$28,179",2021,300.2,2021_genesis_invitational
Collin Morikawa,The Genesis Invitational,"$28,179",2021,292.7,2021_genesis_invitational
Tyler McCumber,The Genesis Invitational,"$22,153",2021,299.9,2021_genesis_invitational
Tom Hoge,The Genesis Invitational,"$22,153",2021,288.6,2021_genesis_invitational
Danny Lee,The Genesis Invitational,"$22,153",2021,297.1,2021_genesis_invitational
Kevin Streelman,The Genesis Invitational,"$22,153",2021,291.5,2021_genesis_invitational
Charley Hoffman,The Genesis Invitational,"$22,153",2021,294.7,2021_genesis_invitational
Nate Lashley,The Genesis Invitational,"$21,297",2021,291.9,2021_genesis_invitational
J.B. Holmes,The Genesis Invitational,"$21,297",2021,290.1,2021_genesis_invitational
Richy Werenski,The Genesis Invitational,"$21,297",2021,293.5,2021_genesis_invitational
Keegan Bradley,The Genesis Invitational,"$20,832",2021,294.4,2021_genesis_invitational
Brian Gay,The Genesis Invitational,"$20,832",2021,287.0,2021_genesis_invitational
Harold Varner III,The Genesis Invitational,"$20,460",2021,295.3,2021_genesis_invitational
Charl Schwartzel,The Genesis Invitational,"$20,460",2021,297.8,2021_genesis_invitational
Scott Piercy,The Genesis Invitational,"$20,088",2021,295.5,2021_genesis_invitational
Matthew Wolff,The Genesis Invitational,"$20,088",2021,303.4,2021_genesis_invitational
Kyoung-Hoon Lee,The Genesis Invitational,"$19,809",2021,293.7,2021_genesis_invitational
Sung Kang,The Genesis Invitational,"$19,623",2021,292.4,2021_genesis_invitational
Harris English,Sentry Tournament of Champions,"$1,340,000",2021,297.3,2021_sentry_tournament_of_champions
Joaquin Niemann,Sentry Tournament of Champions,"$782,000",2021,301.9,2021_sentry_tournament_of_champions
Justin Thomas,Sentry Tournament of Champions,"$490,000",2021,303.1,2021_sentry_tournament_of_champions
Ryan Palmer,Sentry Tournament of Champions,"$378,000",2021,299.1,2021_sentry_tournament_of_champions
Sungjae Im,Sentry Tournament of Champions,"$280,500",2021,299.4,2021_sentry_tournament_of_champions
Xander Schauffele,Sentry Tournament of Champions,"$280,500",2021,306.7,2021_sentry_tournament_of_champions
Bryson DeChambeau,Sentry Tournament of Champions,"$199,333",2021,320.9,2021_sentry_tournament_of_champions
Collin Morikawa,Sentry Tournament of Champions,"$199,333",2021,293.4,2021_sentry_tournament_of_champions
Jon Rahm,Sentry Tournament of Champions,"$199,333",2021,302.5,2021_sentry_tournament_of_champions
Daniel Berger,Sentry Tournament of Champions,"$172,000",2021,295.3,2021_sentry_tournament_of_champions
Sergio Garcia,Sentry Tournament of Champions,"$155,500",2021,308.1,2021_sentry_tournament_of_champions
Dustin Johnson,Sentry Tournament of Champions,"$155,500",2021,310.2,2021_sentry_tournament_of_champions
Brendon Todd,Sentry Tournament of Champions,"$125,250",2021,268.3,2021_sentry_tournament_of_champions
Scottie Scheffler,Sentry Tournament of Champions,"$125,250",2021,298.0,2021_sentry_tournament_of_champions
Lanto Griffin,Sentry Tournament of Champions,"$125,250",2021,300.1,2021_sentry_tournament_of_champions
Patrick Cantlay,Sentry Tournament of Champions,"$125,250",2021,302.2,2021_sentry_tournament_of_champions
Abraham Ancer,Sentry Tournament of Champions,"$92,000",2021,287.3,2021_sentry_tournament_of_champions
Martin Laird,Sentry Tournament of Champions,"$92,000",2021,294.4,2021_sentry_tournament_of_champions
Webb Simpson,Sentry Tournament of Champions,"$92,000",2021,288.1,2021_sentry_tournament_of_champions
Sebastián Muñoz,Sentry Tournament of Champions,"$92,000",2021,293.4,2021_sentry_tournament_of_champions
Adam Scott,Sentry Tournament of Champions,"$75,000",2021,308.7,2021_sentry_tournament_of_champions
Michael Thompson,Sentry Tournament of Champions,"$75,000",2021,282.0,2021_sentry_tournament_of_champions
Patrick Reed,Sentry Tournament of Champions,"$75,000",2021,295.8,2021_sentry_tournament_of_champions
Richy Werenski,Sentry Tournament of Champions,"$63,200",2021,296.0,2021_sentry_tournament_of_champions
Marc Leishman,Sentry Tournament of Champions,"$63,200",2021,292.4,2021_sentry_tournament_of_champions
Billy Horschel,Sentry Tournament of Champions,"$63,200",2021,293.5,2021_sentry_tournament_of_champions
Kevin Kisner,Sentry Tournament of Champions,"$63,200",2021,283.2,2021_sentry_tournament_of_champions
Cameron Smith,Sentry Tournament of Champions,"$63,200",2021,296.3,2021_sentry_tournament_of_champions
Brian Gay,Sentry Tournament of Champions,"$55,000",2021,286.1,2021_sentry_tournament_of_champions
Nick Taylor,Sentry Tournament of Champions,"$55,000",2021,296.7,2021_sentry_tournament_of_champions
Stewart Cink,Sentry Tournament of Champions,"$49,000",2021,297.7,2021_sentry_tournament_of_champions
Tony Finau,Sentry Tournament of Champions,"$49,000",2021,304.4,2021_sentry_tournament_of_champions
Viktor Hovland,Sentry Tournament of Champions,"$49,000",2021,301.4,2021_sentry_tournament_of_champions
Cameron Champ,Sentry Tournament of Champions,"$49,000",2021,323.5,2021_sentry_tournament_of_champions
Hudson Swafford,Sentry Tournament of Champions,"$43,000",2021,294.7,2021_sentry_tournament_of_champions
Jason Kokrak,Sentry Tournament of Champions,"$43,000",2021,299.1,2021_sentry_tournament_of_champions
Carlos Ortiz,Sentry Tournament of Champions,"$41,000",2021,305.4,2021_sentry_tournament_of_champions
Robert Streb,Sentry Tournament of Champions,"$39,000",2021,282.4,2021_sentry_tournament_of_champions
Andrew Landry,Sentry Tournament of Champions,"$39,000",2021,289.3,2021_sentry_tournament_of_champions
Kevin Na,Sentry Tournament of Champions,"$39,000",2021,280.1,2021_sentry_tournament_of_champions
Hideki Matsuyama,Sentry Tournament of Champions,"$36,500",2021,297.9,2021_sentry_tournament_of_champions
Mackenzie Hughes,Sentry Tournament of Champions,"$36,500",2021,294.4,2021_sentry_tournament_of_champions
Si Woo Kim,The American Express,"$1,206,000",2021,285.2,2021_the_american_express
Patrick Cantlay,The American Express,"$730,300",2021,298.8,2021_the_american_express
Cameron Davis,The American Express,"$462,300",2021,293.6,2021_the_american_express
Tony Finau,The American Express,"$328,300",2021,292.0,2021_the_american_express
Michael Thompson,The American Express,"$247,900",2021,276.8,2021_the_american_express
Abraham Ancer,The American Express,"$247,900",2021,282.3,2021_the_american_express
Doug Ghim,The American Express,"$247,900",2021,280.0,2021_the_american_express
Byeong Hun An,The American Express,"$189,275",2021,283.9,2021_the_american_express
Francesco Molinari,The American Express,"$189,275",2021,286.2,2021_the_american_express
Paul Casey,The American Express,"$189,275",2021,283.3,2021_the_american_express
Brian Harman,The American Express,"$189,275",2021,288.5,2021_the_american_express
Rory Sabbatini,The American Express,"$137,350",2021,284.2,2021_the_american_express
Henrik Norlander,The American Express,"$137,350",2021,283.5,2021_the_american_express
Chase Seiffert,The American Express,"$137,350",2021,283.6,2021_the_american_express
Sungjae Im,The American Express,"$137,350",2021,281.8,2021_the_american_express
Bo Hoag,The American Express,"$102,175",2021,284.0,2021_the_american_express
